Station,Capacity,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,#1,#2,#3,4C0,4C1,4C2,4C3,Latitude,Longitude
JOHN_STREET_WEST,31,16.02797203,16.10209993,16.18073048,16.23699422,16.24968394,16.25144509,16.26489227,16.28395062,16.2584127,16.26434277,16.25619835,16.28270349,16.26954863,16.25380711,16.25380711,16.25380711,16.29636711,16.23688047,16.24553571,16.27611395,16.11715749,16.22461082,16.25165125,16.00827068,15.86279683,15.66490566,15.39273475,14.45050663,13.95135908,13.96448087,12.55444722,11.22113503,9.316742081,9.043680297,8.512626263,7.950704225,7.566286216,7.303448276,6.958088852,6.85046729,6.621973929,6.45,6.253283302,6.13559322,5.923679061,6.020338983,5.903578529,5.828505214,5.935769657,5.390243902,5.293587174,5.20856202,4.999104745,5.36196319,5.096200485,5.550226244,6.552550232,7.064047822,7.856612184,8.492598684,8.829072316,9.506825939,9.66199262,9.631853786,9.642257818,9.898275862,9.356521739,9.454081633,9.290805417,9.34591195,9.818306011,10.38253478,10.71475844,11.13793103,11.57799353,11.90088757,12.72086899,13.18773656,13.32935719,13.50489827,13.70627063,14.00149142,14.11626388,14.45556385,14.7408377,14.81319496,15.20714286,15.36578171,15.33952594,15.28519329,15.52634921,15.69169675,15.71707624,15.98402324,15.9949463,16.07503608,HIGH_STREET,FRANCIS_STREET,OLIVER_BOND_STREET,1,0,0,0,53.343105,-6.277167
KEVIN_STREET,31,13.67961827,13.62237762,13.49528937,13.38638103,13.39475454,13.40923077,13.41835358,13.48259861,13.4719405,13.4841454,13.44482058,13.4744582,13.42992552,13.28880309,13.28108108,13.28108108,13.41180508,13.30370943,13.27818062,13.30751534,13.36449864,13.32880845,13.47271532,13.11693242,13.19179894,13.19693487,12.91289669,12.77258065,12.62550336,12.160415,11.92946363,10.85008666,10.36421053,10.94953416,10.8592437,10.33930024,10.35517241,10.79027356,10.99275362,11.05572519,11.59625668,11.83744222,11.72043011,11.43802281,11.73930481,11.71206226,12.07041252,11.69620253,11.36344538,11.35215947,11.03097345,10.71980279,10.68083624,10.65846154,10.8264177,10.92064777,11.05075446,11.22195704,11.23597811,11.28459734,11.57854137,11.39184692,10.92173305,11.04256966,11.12990721,10.23217247,10.51973194,10.36069869,10.23834989,9.745659722,9.992520568,10.3078203,10.75282486,11.01712062,11.46936027,11.71033938,12.06490872,12.40978593,12.57780785,12.89428348,12.95903291,13.07477341,13.5338295,14.20292208,14.58598726,14.75461107,14.81097985,14.6523101,14.42457338,14.55564452,14.29621993,14.11616954,14.20013803,14.02182385,13.7260929,13.78056426,GOLDEN_LANE,YORK_STREET_WEST,GRANTHAM_STREET,1,0,0,0,53.337757,-6.267699
KILMAINHAM_GAOL,30,25.26691967,25.33813987,25.39247649,25.26609442,25.31175361,25.32854062,25.30769231,25.28251445,25.34807328,25.34031792,25.42947502,25.5263919,25.52498419,25.55555556,25.55555556,25.55555556,25.53194181,25.51298701,25.40025253,25.09616775,24.78016425,25.06594203,25.09487666,24.68092821,23.86637112,22.67416546,20.83290155,18.54496124,15.30258303,14.39369278,14.15526047,12.73616019,10.88067582,9.464871194,9.273029967,10.70418006,10.32874828,10.14307932,10.56764706,10.37118644,9.784122563,9.484326019,8.75616083,8.709175739,7.980645161,7.627873563,7.57002457,7.207934337,7.220382166,7.466666667,7.45,6.683559951,6.389172625,6.422857143,5.79769299,5.655635988,5.563429571,5.536345776,5.481788079,5.508166969,5.470724191,5.289361702,5.594847775,5.703964758,5.936285936,5.898712446,6.486543909,7.00154679,8.411886662,9.824863174,11.11449864,12.36531082,13.39087302,14.80329095,15.89375402,16.7973665,17.77893368,18.72393098,19.40275049,19.96091445,20.56649283,20.8820059,21.05655527,21.44682422,21.84251458,22.08969607,22.50225952,22.86222222,23.27048114,23.22263314,23.45408163,23.91253644,24.23689198,24.63629842,24.87234043,25.09619526,EMMET_ROAD,KILMAINHAM_LANE,ROTHE_ABBEY,0,0,1,0,53.342113,-6.310015
KILMAINHAM_LANE,30,15.1659164,15.25676664,15.27549082,15.32026144,15.44990428,15.48905109,15.52304738,15.45707997,15.47273894,15.46074835,15.47719974,15.51174743,15.4714194,15.52893773,15.57435897,15.57435897,15.58702633,15.56776557,15.57628205,15.55726872,15.41225271,15.37445255,15.28288633,15.12973761,15.0224359,14.93308824,14.73612018,14.3703137,14.02209945,12.86433794,11.35385814,10.06666667,9.617210682,8.982300885,8.008663366,7.611285266,7.632132132,7.585964912,7.485086342,7.161001789,6.875384615,6.886238532,6.906303237,6.18,5.696734059,5.539145907,5.51155624,5.455026455,4.854439592,4.771812081,4.587234043,4.409711684,4.432934927,4.305343511,4.109395109,3.978783593,4.013285024,3.975172414,3.926096998,3.699875467,3.538615848,3.603466956,3.518647008,3.548892989,3.961977186,4.27295082,4.717150761,5.340838509,5.939849624,6.390866873,6.778600269,7.31465848,7.736175883,8.139221557,8.524901704,8.891710232,9.426110007,9.97806354,10.35790173,10.76273764,11.28706199,11.80262143,12.11613774,12.69595645,13.12885538,13.51569859,13.65746972,13.73836766,13.91162791,14.16296863,14.26422498,14.49444033,14.67565832,14.89627465,15.07431134,15.19487179,ROTHE_ABBEY,EMMET_ROAD,KILMAINHAM_GAOL,1,0,0,0,53.341805,-6.305085
KING_STREET_NORTH,30,26.0497168,26.15985663,26.31546135,26.38197425,26.49842866,26.5248023,26.51450189,26.5216763,26.54390398,26.54190751,26.53889943,26.54663774,26.53826692,26.54040404,26.54040404,26.54040404,26.2631246,25.91341991,25.77335859,25.0592914,24.42830069,23.3884058,22.33776091,20.60649819,19.11760966,16.85912409,15.1992162,13.47878303,12.83280255,12.62749213,12.04204204,12.317139,11.74936709,10.33571429,10.4822695,9.380487805,7.62991128,6.965229485,6.545344619,5.840163934,5.140589569,4.794710327,4.461117196,4.26034713,3.788853162,3.585308057,3.622398414,3.740324594,3.619156214,3.654249127,3.784056509,3.987745098,3.849609375,4.058448459,4.699392713,4.662227603,4.541976621,4.390189521,4.826756497,5.04250797,5.036290323,5.320535714,5.467391304,5.473413379,5.868815592,5.849579832,6.121794872,6.657212318,7.568641115,8.849175177,10.15404872,11.16244411,12.09827696,13.33883704,14.49937265,15.44938981,16.45477546,17.48812095,18.36888889,18.96173285,19.7106599,20.42124277,20.92734226,21.32093363,21.68239796,22.05741279,22.62223626,22.87743331,23.13114754,23.36422882,23.98176101,24.58249641,24.94572676,25.22940341,25.53109453,25.90285714,GREEK_STREET,BOLTON_STREET,SMITHFIELD_NORTH,0,0,1,0,53.350291,-6.273507
LEINSTER_STREET_SOUTH,30,9.401190476,9.263157895,9.088888889,9.090909091,8.991260924,8.98,8.983688833,8.98,8.98,8.98,8.98,9.010043042,8.98,8.98,8.98,8.984285714,8.945137157,7.782503038,7.107677903,6.995884774,6.852659111,6.766932271,6.410714286,6.67961165,7.612537764,7.745299145,7.807610994,8.135315985,8.548620237,9.294473883,10.7775641,13.67151163,16.81074169,18.01227437,19.38074261,21.31438849,23.06691919,23.79160637,23.95365079,24.41745455,24.81436745,25.07569141,25.33333333,25.58109091,25.92571429,26.17309091,26.27105763,26.43799855,26.0369898,25.56688359,25.37983513,24.76440554,23.9351145,23.68763557,23.51205584,23.47959184,23.21700508,23.17664234,23.28950695,22.81083032,22.19213697,21.81672727,21.91581633,21.58789205,21.04452926,21.00362845,20.71049305,20.36489439,19.79129321,18.9888724,18.5208605,17.76426426,17.19230769,16.57902973,16.31459075,15.50405844,14.87598566,14.54672131,14.54733728,14.27616535,14.20664506,13.90444655,13.92515231,13.70709147,13.01539855,12.31680162,12.00361664,11.86099138,11.2527881,10.67880086,10.51644101,10.2745098,9.954871795,10.14936709,9.80552359,9.61268556,FREDERICK_STREET_SOUTH,MERRION_SQUARE_WEST,MOLESWORTH_STREET,0,1,0,0,53.34218,-6.254485
LIME_STREET,30,5.355191257,5.355992844,5.376959248,5.400540054,5.395275591,5.393339334,5.400315209,5.405600723,5.400633413,5.40307971,5.409199048,5.364460562,5.409199048,5.398734177,5.398734177,5.398734177,5.441878981,5.552973978,5.511002445,5.457720588,5.479472141,5.567393059,5.960111966,6.774371069,7.571913161,8.674259681,9.429223744,10.00374251,11.18211488,14.46449704,16.76421189,19.4651504,22.44790343,23.76623377,24.34845621,25.45611511,27.05050505,27.45203488,27.24888322,27.10102489,26.9659164,26.91506647,26.5208467,26.44370861,26.49320388,25.63420074,24.69240753,23.69402985,22.68676278,21.69208211,21.63483871,21.57910448,22.11111111,22.46222222,22.22007722,22.15588235,22.45536869,22.6962406,22.52377807,21.74305034,21.02256138,20.09610984,19.75286195,19.22154316,17.88642473,16.12145749,13.97327707,12.38029386,11.10734463,9.782226563,8.900621118,8.087276551,7.260589319,6.099798387,5.762838469,5.506834911,5.418931584,5.402162162,5.45014245,5.496760259,5.232827832,5.488197425,5.456439394,5.632653061,5.575342466,5.527235355,5.508802817,5.4471387,5.456486043,5.400917431,5.313926042,5.425359712,5.376800607,5.434280639,5.403440188,5.366964286,EXCISE_WALK,CITY_QUAY,GUILD_STREET,0,1,0,0,53.346026,-6.243576
MARKET_STREET_SOUTH,30,24.35242291,24.49175627,24.64089776,24.66523605,24.6335638,24.62760604,24.60592686,24.58959538,24.64118762,24.64089595,24.65844402,24.65003615,24.62112587,24.64646465,24.64646465,24.64646465,24.58380772,24.34959942,24.01025641,23.77753304,23.22435897,23.15243004,22.73742652,21.98547401,20.41773866,19.7284925,18.55951532,17.0872093,15.62132353,14.3012987,12.89968153,11.5360924,10.86433064,11.03971119,10.02446809,9.219059406,8.201171875,8.231591449,8.327759197,8.020486556,7.448559671,7.551094891,7.534557235,7.452948557,6.986415883,6.859791425,6.713995943,6.813364055,6.876699029,6.74470339,6.78343949,6.654832347,6.943541488,6.926073926,7.07239819,7.300106045,7.368231047,7.227228208,7.492682927,7.766456267,7.989280245,8.668110919,9.443703704,10.27088608,10.57374735,11.34375,12.01846785,12.99224205,13.91381579,15.36391437,16.0815508,17.10590015,17.92363397,17.94358974,18.35811248,19.21241586,19.70762155,19.57537313,19.89144737,19.92926284,19.93843163,20.07236842,20.35370611,20.6835443,20.66451613,21.10433505,21.39629866,21.57360406,21.96385542,22.21267298,22.56321113,22.98406951,23.29300567,23.66021505,23.75700935,24.095,JAMES_STREET,ST._JAMES_HOSPITAL_(LUAS),COLLINS_BARRACKS_MUSEUM,0,0,1,0,53.342296,-6.287661
MATER_HOSPITAL,30,29.0398482,29.21253602,29.41854637,29.52552121,29.60391661,29.61054913,29.60899873,29.60275962,29.58984127,29.59114016,29.61792753,29.61482558,29.58931977,29.61638869,29.6998731,29.70558376,29.68467896,29.74546773,29.71256345,29.26453488,28.49333333,27.81045752,27.43303571,27.07580175,26.47338403,25.84199134,25.27700127,23.5619956,21.27088773,18.89609375,18.19227675,19.24189815,17.13047619,15.94678492,14.47673216,13.14230272,12.40720524,12.87755102,11.97263158,11.54038005,11.27938144,11.05294118,11.18052738,10.77674419,9.736441484,8.996059113,8.938380282,8.658906883,8.70205174,8.747148289,8.596825397,8.568833652,8.59293524,8.630454968,8.821482602,8.968225949,8.835730507,8.629005059,8.671155209,8.690879742,8.66642806,8.68962585,8.317587209,8.218025751,7.767083027,7.44069128,7.758344459,8.583397387,9.782034346,11.16816817,12.68335501,14.2466863,16.00847458,17.33357934,18.38674389,19.21021898,20.13503185,21.08812819,21.98714653,22.72064187,23.16153846,23.48730964,23.70809433,24.11070648,24.56932907,24.89285714,25.32106599,25.74637681,26.1388535,26.03134111,26.17534943,26.56449275,27.02394455,27.57819225,28.10163112,28.52979182,ECCLES_STREET_EAST,HARDWICKE_PLACE,UPPER_SHERRARD_STREET,0,0,1,0,53.359967,-6.264828
MERRION_SQUARE_EAST,30,7.791239515,7.808743169,7.784069098,7.808580858,7.634874759,7.6,7.600580271,7.64380531,7.6,7.6,7.604628737,7.573318633,7.607692308,7.607692308,7.607692308,7.553846154,7.584139265,7.570627803,7.565174129,7.294377067,7.091856061,6.98630137,7.004659832,6.724873096,7.191802011,8.048192771,8.616398243,9.886014551,11.29489728,12.56937074,13.69098143,16.07051763,18.58846658,19.87444279,20.57347204,21.41203008,21.96440343,22.08282675,22.16032064,22.16245211,21.92885638,21.97557252,21.92819149,21.91520244,21.97273936,21.79154079,21.87639711,21.65522388,21.74280105,21.39017126,21.36745407,21.66868381,22.04677207,22.30045181,22.31875414,22.07715356,22.27872063,22.48599546,22.25131234,21.93759398,21.49176005,20.71011236,19.89174917,18.69463341,17.08563722,15.69640063,14.40832158,12.66208083,12.10662081,11.51175214,10.67952522,9.161066049,8.123650638,7.924330617,7.222419929,7.682212581,7.496866607,7.8125,7.475046211,7.441115702,7.165492958,7.203389831,7.354640981,7.534,8.057709648,8.029501526,7.774635818,7.755725191,7.624796085,7.518378888,7.706677937,7.701449275,7.698003328,7.760658915,7.973045822,7.867293626,FENIAN_STREET,GRATTAN_STREET,JAMES_STREET_EAST,0,1,0,0,53.339434,-6.246548
MERRION_SQUARE_WEST,30,8.270833333,8.162874251,8.090336134,8.097944377,8.137967914,8.144254279,8.142094017,8.171568627,8.151871658,8.160342717,8.129689175,8.12377451,8.153846154,8.136419001,8.093220339,8.093220339,8.100956429,8.135036496,8.088016967,7.648526077,7.090909091,7.092353525,7.18362069,7.382779199,7.597212544,7.633825944,8.005614035,8.180187207,8.674932976,9.445059289,10.74983713,12.42867868,12.38441726,13.3981008,14.40759494,15.32707581,15.74477517,16.19535221,16.60816847,16.80409357,16.85111821,16.97585955,17.26896112,17.43024105,17.57463165,17.62737921,17.64122137,17.56345178,17.64732143,17.69848156,17.59226379,17.40919037,17.5807888,17.70209689,17.7653773,17.67706821,17.65443038,17.36423358,17.29519595,17.31552347,17.45909956,17.4739508,17.44296578,17.35166425,17.58596713,16.81791908,16.47906091,15.85362319,15.3331202,13.86411411,12.86183311,12.68088597,11.85625,11.30364372,10.58315789,10.29943043,9.941007194,9.960784314,9.830921554,9.929422548,9.863192182,9.519266055,9.168557536,9.648700674,9.951712028,9.558852621,9.428694158,9.526315789,9.404021938,9.219409283,8.788181818,8.983146067,8.714009662,8.527313266,8.405460061,8.322732627,LEINSTER_STREET_SOUTH,FITZWILLIAM_SQUARE_WEST,ST._STEPHEN'S_GREEN_EAST,0,1,0,0,53.339764,-6.251988
MOLESWORTH_STREET,30,7.419790105,7.570921986,7.5171875,7.412698413,7.359327217,7.322916667,7.277108434,7.277108434,7.277108434,7.287435456,7.317700454,7.290657439,7.289156627,7.289156627,7.289156627,7.285714286,7.288956127,7.075503356,6.928673324,6.099596231,5.336802271,5.30905307,5.506162695,5.863829787,6.21184669,6.575331772,7.20148248,8.121732636,9.252263907,9.423703704,9.192880259,9.232399697,10.64005151,11.43147208,11.54094133,11.69843634,12.10335917,12.53930933,12.89138817,13.33554084,13.78146965,14.26304188,14.53286535,14.79239766,15.00319898,14.98460411,15.18658147,15.54638422,16.01155327,16.19258721,16.29126832,16.17888563,15.76327575,15.5712188,15.30788967,14.92217327,14.70322581,14.44611907,14.35006519,14.11860638,13.82103201,13.34272997,13.21485944,12.43534813,12.05676244,11.16235864,10.80838756,10.0057995,9.572184429,9.154051647,8.770440252,8.517370892,8.39983165,8.416582406,8.003533569,7.841253792,7.789991063,7.924145299,7.47137746,7.229312064,7.454963235,7.590413943,7.634966378,7.558370044,7.945417096,7.644628099,7.287474333,6.647242456,7.133531157,7.569974555,7.926616915,7.610729023,7.200235571,7.118741059,7.162726008,7.332225914,FREDERICK_STREET_SOUTH,LEINSTER_STREET_SOUTH,ST._STEPHEN'S_GREEN_EAST,1,0,0,0,53.341288,-6.258117
MOUNTJOY_SQUARE_WEST,30,24.11013216,24.3046595,24.46633416,24.58297568,24.64047769,24.65204889,24.64943253,24.64812139,24.69425142,24.82875723,24.84250474,24.85755604,24.84376977,24.85642136,24.85858586,24.85858586,24.46173308,23.05339105,21.96464646,19.76470588,18.68063492,17.26408193,17.00836551,16.06017831,14.84137931,12.73349244,11.29750189,9.728748806,10.21927498,9.707039337,8.38028169,7.587484036,7.737739872,8.179039301,7.578027466,7.474962064,6.804161567,7.17012987,7.81352459,8.276023392,7.658415842,7.463302752,8.100864553,8.168028005,7.69729207,7.66010929,7.417032485,7.506625892,7.172052402,7.007337526,7.452846975,7.174619289,7.151464435,7.255434783,9.17341482,9.686292548,9.145426114,8.918443003,9.527756654,9.284475282,8.851031322,8.369733448,8.55952381,8.207401033,8.201357466,8.236777868,8.69825784,8.764035801,8.992237121,9.561128527,10.43463835,11.24224073,12.05231788,13.18650493,13.53213368,14.60635155,15.51994768,16.04328358,16.77033182,17.35682493,17.71315789,17.48197204,17.34776988,17.29268293,17.61263021,18.29635036,19.55611921,20.1955105,20.95759494,21.6068314,22.00062893,22.43134436,22.803125,23.14346591,23.40671642,23.83,DENMARK_STREET_GREAT,UPPER_SHERRARD_STREET,NORTH_CIRCULAR_ROAD,0,0,1,0,53.356299,-6.258586
MOUNT_BROWN,30,16.31150668,16.3968139,16.40326633,16.38749101,16.40240051,16.39739884,16.40874525,16.39433551,16.40888889,16.41249092,16.43102352,16.4309593,16.42848061,16.44670051,16.45114213,16.45540247,16.30769231,15.9724238,15.81058673,15.69134897,15.55805003,15.52685798,15.14890886,14.64395604,14.10560206,13.38855869,12.80619644,11.99839744,10.29278951,9.454797048,9.679781421,9.027700831,8.049101796,7.15971223,6.675118859,7.241935484,6.66,6.218181818,5.592380952,5.527839644,5.371316306,4.894190871,4.609345794,4.283482143,3.883116883,3.648760331,3.2578125,3.228426396,3.219810041,3.073968706,2.961084906,3.028985507,3.080931264,3.037530266,3.117908788,3.040868455,2.725212465,2.735005453,2.886922321,2.920224719,2.973205742,3.004863813,3.132183908,3.315298507,3.525868726,4.014003295,4.719971571,5.400630915,6.484181568,7.651234568,8.390438247,9.009752438,9.80146569,10.58037736,11.12975098,11.54175905,11.88481338,12.30774908,12.91370224,13.30664653,13.39802632,13.58444444,14.00262295,14.28506787,14.45148515,14.5891126,14.78460543,14.8513613,15.03598972,15.21286031,15.50834403,15.72972973,15.87714831,16.11811594,16.27525253,16.34271284,ROYAL_HOSPITAL,ST._JAMES_HOSPITAL_(CENTRAL),BROOKFIELD_ROAD,1,0,0,0,53.341645,-6.29719
MOUNT_STREET_LOWER,30,8.907023411,8.939117199,8.973718791,9.05873494,9.013898081,9.013605442,8.992734478,9.040030211,9.049636003,8.992429977,8.935719019,8.907575758,8.896620278,8.883597884,8.841269841,8.841269841,8.871181939,8.918918919,8.378252168,8.208144796,8.369198312,8.360033727,7.934246575,7.852395672,7.771485676,8.064393939,8.654463712,10.93225331,15.10284605,18.96790664,21.32192649,22.08730159,23.63705584,25.14109986,26.69823232,27.43822674,27.43310082,27.22909091,27.04255319,27.11226766,26.70618893,26.47865169,26.469015,26.40956652,26.25984252,25.71945701,25.32581287,24.91926885,24.21334214,24.24407039,24.10033003,24.40840841,25.68573307,26.12546957,26.40825688,26.74212894,26.98182998,27.30746044,27.6679713,27.7591898,26.65710561,24.85608856,22.81911482,19.95626822,17.48670213,15.49533503,14.9893704,13.71551724,11.37749401,9.697944593,9.376518219,9.122989593,8.798373984,8.570060923,9.135135135,9.010673235,9.083747339,9.155355683,9.116883117,8.887187752,8.77167019,8.779919679,8.923576063,9.031430935,8.839400428,8.56015625,8.604123711,8.734996103,8.781401804,8.731078905,8.746666667,8.712460064,8.809390329,8.880857824,8.523240372,8.648260212,SIR_PATRICK_DUN'S,GRATTAN_STREET,MERRION_SQUARE_EAST,0,1,0,0,53.33796,-6.24153
NEWMAN_HOUSE,30,10.81818182,10.95475113,11.06613226,11.04,11.11866126,11.1300813,11.14723926,11.13821138,11.12804878,11.04761905,10.82418699,10.68298368,10.6401631,10.52845528,10.52845528,10.52729384,10.57157464,10.57962529,10.46784232,10.08185053,9.754332314,9.28125,8.6657277,7.716117216,7.758139535,7.699145299,7.873177843,8.344112769,9.651440618,11.62910798,13.20875421,15.073115,17.83443272,20.75639098,22.60789474,23.91032404,25.70603849,26.3943769,26.41854305,26.46345139,26.63714475,26.54931715,26.66002656,26.66389728,26.93741765,27.01358491,27.11950098,27.22163389,27.20528053,26.98124531,26.97363217,26.62490566,26.71796565,26.61682945,26.66491113,26.55754858,26.82272727,26.96935725,27.19518543,27.3179449,26.95819726,26.12835821,25.3900848,24.63412817,22.98053212,20.171875,18.52479893,17.41151203,16.55295069,15.07663198,13.9536647,12.67074414,12.38926829,12.11819235,11.91208791,11.68625277,11.6496063,11.95058824,12.54466231,12.71693449,12.36016949,12.00114943,11.945,11.6572717,11.56669912,11.17436975,12.17335945,12.21309656,11.94117647,12.01958651,11.83913452,11.66739606,11.56844106,11.50769231,11.3054755,11.13009923,ST._STEPHEN'S_GREEN_SOUTH,YORK_STREET_EAST,CLONMEL_STREET,0,1,0,0,53.337132,-6.26059
NEW_CENTRAL_BANK,30,20.97551546,21.04242868,21.1062341,21.19854015,21.25272611,21.26045488,21.25997426,21.2839233,21.2830432,21.28908555,21.29825694,21.28339483,21.26468689,21.20324006,21.18556701,21.18483063,21.16204003,20.7872969,19.81735751,19.03728561,18.69328859,17.81654957,16.26778523,15.725242,15.55461086,15.2409192,15.13557134,14.49029851,15.59948153,16.48626578,17.02363756,16.43233083,17.37607973,19.2339137,20.84558328,21.10358255,21.32439863,21.36156863,21.15782219,21.22463768,21.14801444,20.38770492,20.09530686,19.46262458,19.00073153,17.92929293,16.81112738,15.65564037,14.91017964,14.68263473,14.91552511,15.35447437,16.04931715,15.94880264,16.5620438,16.708636,17.1242236,17.63068182,16.84975879,16.47226624,15.08016878,13.01965602,11.31854545,8.864960282,7.112687813,6.480612245,6.247440273,5.775985663,5.651411137,6.011294526,6.516703786,7.101556102,7.943892045,8.764752791,9.574697174,10.69242424,11.51955671,12.26119403,12.88479263,13.69755374,14.30744337,14.86060161,15.6869281,16.38473054,16.78875082,17.11292719,18.01432292,18.56505576,18.88129032,19.2238024,19.51619171,20.05255366,20.28736369,20.53823744,20.68558673,20.91941392,BENSON_STREET,CONVENTION_CENTRE,HANOVER_QUAY,0,0,1,0,53.347122,-6.234749
NORTH_CIRCULAR_ROAD,30,24.99937067,25.18996416,25.34912718,25.42989986,25.47894406,25.49101366,25.49369483,25.48916185,25.50221099,25.50433526,25.5085389,25.56977585,25.60278305,25.61111111,25.61111111,25.61111111,25.6116382,25.67748918,25.68181818,25.42371656,24.85091598,24.19927536,22.60924636,20.60410557,18.64122635,17.29520295,15.73276983,14.15025467,13.36678201,12.55544554,13.20962889,11.93308081,10.75700935,9.38770389,8.774089936,8.218346253,8.386052304,7.225806452,7.235928144,7.22147651,6.951779564,6.835164835,6.843942505,6.88798133,6.19190969,5.969344609,5.759391771,5.528169014,5.50767841,5.669821241,5.694568121,5.70540265,5.433915212,5.794026777,5.964160839,6.194471866,6.357426529,6.596925705,7.051673945,7.578606159,8.009200283,8.455406472,9.267326733,10.10121766,11.09329829,12.61498127,14.35723514,16.31135531,17.94611931,19.35599415,20.79206654,21.54782609,21.87236758,21.66569978,20.82767296,20.76014493,20.86915297,21.27357811,21.84157161,22.19595083,22.21664549,21.9566787,22.16506718,22.38185808,22.64424321,22.72740632,23.07242694,23.24765343,23.2925599,23.18320058,23.08616352,23.1097561,23.41859014,23.74502841,24.16853234,24.64785714,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,HARDWICKE_PLACE,0,0,1,0,53.359624,-6.260348
OLIVER_BOND_STREET,30,17.83071114,17.86810036,17.96072319,18.03576538,18.06348209,18.07836089,18.10655738,18.07080925,18.04674668,18.04190751,18.0341556,18.08966016,18.03795066,18.06060606,18.06060606,18.06060606,18.06704617,17.98629149,17.98737374,17.98843095,17.79595704,17.77318841,17.63147914,17.17041334,16.83215434,16.6835443,16.49126344,15.34636872,14.34103641,13.12469237,11.90428016,10.99698492,9.311335404,8.874196511,7.73875969,7.101395349,7.053736356,7.232723577,6.583134447,6.369230769,6.574215437,6.408834586,6.673647469,6.664910432,6.609595484,6.558606125,6.633208255,6.869466515,6.831132075,7.105779716,6.840247132,6.957948718,6.67048242,6.824065634,6.725368503,6.722030981,6.861943024,6.859296482,7.2039801,7.688537549,8.140864714,8.218435321,8.441891892,9.328937161,10.06940701,10.02850356,10.56687457,10.84044234,11.12302405,10.89822668,11.27375415,11.97846154,12.10871033,12.06867925,12.22003929,12.54213274,12.89281046,12.89823009,13.36677524,13.61197339,14.06889764,14.3559322,14.68967742,14.89135255,15.25993485,15.52736686,15.92519182,16.3040293,16.5983344,16.7817781,16.91414141,17.17697842,17.39149468,17.55610795,17.80783582,17.96785714,JOHN_STREET_WEST,SMITHFIELD,BLACKHALL_PLACE,1,0,0,0,53.343893,-6.280531
ORMOND_QUAY_UPPER,30,14.45591739,13.92307692,13.6849733,13.57963446,13.66564885,13.68848168,13.69671505,13.74956217,13.76976209,13.78138718,13.73712529,13.76362039,13.79093005,13.69237511,13.65720859,13.66871166,13.76689977,13.82226212,13.76656151,13.51020408,12.9591539,13.0383653,12.5055788,12.35483871,12.42574932,12.36049383,11.90631654,12.09991742,11.84189189,12.20431894,11.58398134,11.3838565,11.06698565,10.98767606,10.87801205,10.60083333,10.95592486,11.31194868,11.70776567,12.05644546,12.99933511,13.51595745,13.97297297,14.07347254,14.19766644,14.5869038,14.61424542,14.69672785,14.58948087,15.29186228,15.76498316,15.97758887,16.01657825,16.23525019,16.74475066,17.13086233,17.06697613,16.95741445,17.37139019,17.68449612,17.35913103,17.11760125,16.7829932,16.83904382,16.27902098,15.86869496,15.21864291,15.5730897,15.1621813,14.90647482,15.15266106,15.41115538,15.69863014,15.95104895,16.03989182,16.30662558,16.46471372,16.92125382,17.07916103,17.00834598,17.16524029,17.37050898,17.96743555,17.97564808,17.68435562,17.69389374,17.3745728,17.5090312,17.60440395,17.53542601,16.87267081,16.33512545,15.99762094,15.25,14.78897638,14.49775785,DAME_STREET,JERVIS_STREET,WOLFE_TONE_STREET,0,1,0,0,53.346057,-6.268001
