,CHATHAM STREET,BLESSINGTON STREET,BOLTON STREET,GREEK STREET,CHARLEMONT PLACE,CHRISTCHURCH PLACE,HIGH STREET,CUSTOM HOUSE QUAY,EXCHEQUER STREET,DAME STREET,EARLSFORT TERRACE,ECCLES STREET,FITZWILLIAM SQUARE WEST,FOWNES STREET UPPER,HARDWICKE STREET,GEORGES QUAY,GOLDEN LANE,GRANTHAM STREET,HERBERT PLACE,JAMES STREET EAST,LEINSTER STREET SOUTH,TOWNSEND STREET,CUSTOM HOUSE,CATHAL BRUGHA STREET,MERRION SQUARE EAST,MERRION SQUARE WEST,MOLESWORTH STREET,MOUNTJOY SQUARE WEST,ORMOND QUAY UPPER,PARNELL SQUARE NORTH,PARNELL STREET,PEARSE STREET,PRINCES STREET / O'CONNELL STREET,PORTOBELLO HARBOUR,SMITHFIELD,ST. STEPHEN'S GREEN EAST,ST. STEPHEN'S GREEN SOUTH,TALBOT STREET,WILTON TERRACE,JERVIS STREET,HARCOURT TERRACE,SMITHFIELD NORTH,PORTOBELLO ROAD,UPPER SHERRARD STREET,DEVERELL PLACE,STRAND STREET GREAT,EXCISE WALK,GUILD STREET,YORK STREET WEST,YORK STREET EAST,NEWMAN HOUSE,CLONMEL STREET,HATCH STREET,MOUNT STREET LOWER,GRATTAN STREET,SIR PATRICK DUN'S,DENMARK STREET GREAT,NORTH CIRCULAR ROAD,HARDWICKE PLACE,LIME STREET,FENIAN STREET,SANDWITH STREET,CONVENTION CENTRE,NEW CENTRAL BANK,THE POINT,HANOVER QUAY,GRAND CANAL DOCK,BARROW STREET,KEVIN STREET,JOHN STREET WEST,FRANCIS STREET,OLIVER BOND STREET,JAMES STREET,MARKET STREET SOUTH,WOLFE TONE STREET,MATER HOSPITAL,ECCLES STREET EAST,ST. JAMES HOSPITAL (LUAS),ST. JAMES HOSPITAL (CENTRAL),MOUNT BROWN,EMMET ROAD,BROOKFIELD ROAD,ROTHE ABBEY,PARKGATE STREET,COLLINS BARRACKS MUSEUM,BLACKHALL PLACE,FITZWILLIAM SQUARE EAST,BENSON STREET,SOUTH DOCK ROAD,HEUSTON BRIDGE (NORTH),HEUSTON STATION (CENTRAL),HEUSTON STATION (CAR PARK),ROYAL HOSPITAL,KILMAINHAM LANE,KILMAINHAM GAOL,FREDERICK STREET SOUTH,CITY QUAY,HEUSTON BRIDGE (SOUTH),KING STREET NORTH,WESTERN WAY
LIME STREET,9.377945277,12.97075973,12.95792594,14.22946735,10.94322668,12.90605833,15.28354724,2.342830851,9.784517435,11.27898114,9.218281761,14.19889333,6.572952149,9.601420818,11.07290045,4.229584632,11.95659243,12.04192067,5.69187289,5.123933868,5.596100927,5.340358329,5.472981609,8.722141135,3.498312684,5.073486504,7.398879132,8.799666504,11.81668489,11.11088673,10.69173118,3.417570383,8.224252297,12.90343355,16.77703851,7.216477095,9.818407067,5.123817727,7.944976458,11.21763093,9.459250016,16.83705714,14.12652176,10.20848523,6.237092809,9.986978789,0.9058161391,1.578440667,10.71977213,9.583789774,9.288087128,10.56196431,10.12061402,4.025868252,3.096374616,3.58651879,9.789408435,10.44598673,10.9012994,0,2.694796696,1.780461429,2.538523743,4.303244635,6.169229995,3.242029996,2.87451596,4.148815247,12.33718575,16.31246085,15.43393752,17.90837398,21.24257341,21.4042758,11.63637887,12.29636229,12.15512843,23.99381402,25.33525936,26.02459889,31.36582613,27.61231163,29.41844151,23.35141701,20.17386009,18.4625356,6.319123829,4.98152508,6.280061161,23.6518654,25.810967,26.23929855,25.89574555,29.82768878,32.1985079,6.783959519,1.281772303,23.45291093,14.62671817,13.2265695
FENIAN STREET,7.534599265,12.74651212,12.14847653,12.97287359,8.337526093,11.35962577,13.75496125,3.188770296,8.192730156,9.795346491,6.679849866,14.09825523,3.928467405,8.200797257,10.93266151,3.957342136,10.1699815,9.719951887,3.429655894,2.492708204,3.774238214,4.394579987,5.074343981,8.459330988,0.9682680595,2.672748656,5.514219437,9.204160459,10.53637534,10.71164007,10.02065181,2.269878278,7.529920479,10.40552102,15.5350686,4.832086372,7.628766364,5.512166936,5.250361364,10.19956245,6.859232366,15.72909219,11.68381269,10.63357739,6.376884377,8.884424621,3.297801114,4.213436603,8.756934156,7.506065082,7.024728249,8.290027142,7.658059165,3.01986562,1.668337423,3.128850801,9.873949209,10.99838818,10.99474394,2.694796696,0,1.838855805,4.917952793,6.413267186,8.115296095,4.807548728,3.926333395,5.091667948,10.30373569,14.75241119,13.79804348,16.4009826,19.70954104,19.81147282,10.66065629,12.53759382,12.19073405,22.36631843,23.65529404,24.41732318,29.74132446,25.90807574,27.71725811,22.03995463,18.86891548,17.26503987,3.624374477,6.553439329,7.467033156,22.32916245,24.41710392,24.85994382,24.38347936,28.23724242,30.62355238,4.902468161,2.53491756,22.09744742,13.6503407,12.77980879
SANDWITH STREET,7.59913558,11.58893721,11.3548163,12.51432096,9.440869259,11.14188921,13.52496659,1.36589324,8.010511211,9.518838324,7.660178143,12.87919361,5.197060533,7.846708747,9.716686313,2.676386794,10.17629692,10.33859361,5.267277574,4.245984499,3.832377967,3.621495486,3.921324335,7.289157116,2.806823587,3.517531998,5.627784514,7.704431864,10.08976797,9.643699065,9.120780023,1.637906035,6.622611936,11.28657205,15.07048098,5.582785321,8.084846788,3.95050457,6.7592713,9.546495178,7.963383834,15.16193151,12.47015503,9.138401991,4.953697338,8.288533918,1.884641232,3.292740502,8.946355195,7.827939575,7.579149256,8.848101642,8.496969367,4.439105534,3.154980544,4.282157901,8.53060352,9.453313883,9.656494646,1.780461429,1.838855805,0,4.317813677,6.077156372,7.932125848,4.871302611,4.280588446,5.575601168,10.56811169,14.55120686,13.6638425,16.15568352,19.48912009,19.64311231,9.978498406,11.13807419,10.88998889,22.2298987,23.56634489,24.26391164,29.60476294,25.84178061,27.64861981,21.63856802,18.45908606,16.7688646,5.161094946,6.653208292,7.849959697,21.93694834,24.08361337,24.51499016,24.14815075,28.07051182,30.4441637,5.016026261,0.8482884065,21.73123087,12.98060796,11.75323145
CONVENTION CENTRE,11.91639611,15.02254815,15.26788734,16.67041354,13.25275829,15.41286581,17.78081838,4.613144305,12.30746281,13.78166231,11.59155702,16.16422639,8.83813056,12.09942008,13.1191156,6.613065891,14.49135862,14.52714334,7.158500629,7.063294247,8.130810929,7.819298149,7.818499445,10.88929243,5.48411627,7.498455579,9.935725263,10.61050151,14.27697483,13.28048361,12.9801161,5.955578608,10.56834492,15.30922413,19.20266593,9.665449438,12.33080502,7.181356123,10.01095213,13.61452459,11.77631103,19.22197253,16.5658202,11.95020781,8.330357945,12.41972319,2.770170117,1.187622736,13.25711288,12.1116778,11.78322024,13.05830955,12.54388719,4.811563369,4.554525464,4.107736696,11.75101136,12.09273286,12.8251327,2.538523743,4.917952793,4.317813677,0,1.832309775,3.721525066,1.739812296,2.324669944,3.016326416,14.8722444,18.81301091,17.94833094,20.39554871,23.72917629,23.9025898,14.01627538,14.09559992,14.0814367,26.49579128,27.84531739,28.5208893,33.86169229,30.12488317,31.92953291,25.77832813,22.60626257,20.8686816,8.417722606,2.924037321,4.427187532,26.08145404,28.25697156,28.68065368,28.3716917,32.31750547,34.68330293,9.319723032,3.712217881,25.89220669,16.98116872,15.38297492
NEW CENTRAL BANK,13.65197729,16.81506003,17.09920712,18.49439327,14.65437389,17.2083944,19.58330856,6.444532928,14.08683169,15.58011425,13.06860356,17.93364967,10.24913457,13.90068398,14.91378159,8.440889691,16.24719255,16.12324544,8.069920334,8.286541612,9.84296157,9.62809243,9.650043373,12.70902247,6.813117831,9.068056136,11.65230338,12.35732109,16.09537651,15.09767431,14.81070143,7.706477091,12.40054242,16.80033726,21.02992663,11.23764252,13.97797534,8.995847171,11.24327033,15.44452377,13.19700118,21.05349769,18.09294885,13.6702912,10.14537745,14.24436824,4.602130472,3.014940648,14.97150203,13.79269592,13.40343642,14.67597405,14.06819947,5.514495244,5.676453186,4.769747077,13.53035222,13.78269379,14.59189269,4.303244635,6.413267186,6.077156372,1.832309775,0,1.889378286,1.862530394,2.889721196,2.736227301,16.57237813,20.61340095,19.73718182,22.20409146,25.53826783,25.70477848,15.84762025,15.82340355,15.84521892,28.29549347,29.6383898,30.32458695,35.66581146,31.91555619,33.72165582,27.60594587,24.43269876,22.69866795,9.708808971,1.567655108,3.057154417,27.90864469,30.08095753,30.50572055,30.1860548,34.12524311,36.49380838,11.03247506,5.522660613,27.71754317,18.81347225,17.19597237
THE POINT,15.47406959,18.66495995,18.98647737,20.37935068,16.20932983,19.07290365,21.45246177,8.333863204,15.94087823,17.44735584,14.69306788,19.76198073,11.84359214,15.77058842,16.76663254,10.32882646,18.08191407,17.83136436,9.32350733,9.770220562,11.65619633,11.50500717,11.53937951,14.58510414,8.40207226,10.78745293,13.46396506,14.17226102,17.97674555,16.97079206,16.69713046,9.551103872,14.28986147,18.42017587,22.91694082,12.94508515,15.7320809,10.86920272,12.68855524,17.33322162,14.77586405,22.94280192,19.73903823,15.46061068,12.0184372,16.13003679,6.491500227,4.901865205,16.77563566,15.57328723,15.13834654,16.40515028,15.72538035,6.727251852,7.167182003,6.010573049,15.37093755,15.54745825,16.42063208,6.169229995,8.115296095,7.932125848,3.721525066,1.889378286,0,3.326454418,4.310851129,3.612121648,18.36312254,22.48072812,21.59576049,24.07744422,27.41167127,27.57269437,17.73688099,17.61687959,17.67015493,30.16108698,31.49837425,32.19322726,37.53439411,33.77325678,35.58037055,29.49307459,26.31909604,24.58728375,11.21927852,1.8179723,2.444663642,29.79548589,31.96551107,32.39104518,32.06326371,35.99690258,38.36760476,12.8428558,7.403856334,29.60311423,20.70262412,19.06463901
HANOVER QUAY,12.25499113,16.19315105,16.18814223,17.38228769,12.9009693,15.95334004,18.34644134,5.577423945,12.7949566,14.34411188,11.36795858,17.39913552,8.521775934,12.68631554,14.29165543,7.45865774,14.88046609,14.51195895,6.208620332,6.484997389,8.437217637,8.492646862,8.707006581,11.96028666,5.078176051,7.479409961,10.23406431,11.92749987,14.95363028,14.35085462,13.92843137,6.422536244,11.45155855,15.09643693,19.94031165,9.628680466,12.43562325,8.327380691,9.429371754,14.41387292,11.45939476,20.03143109,16.41286961,13.30923111,9.456320155,13.15983245,3.858896784,2.59721905,13.52583677,12.29877103,11.83127064,13.09418311,12.39899668,3.653917109,3.870802387,2.908956907,12.98072048,13.49896249,14.08204933,3.242029996,4.807548728,4.871302611,1.739812296,1.862530394,3.326454418,0,1.033021794,1.276669316,15.09470945,19.3647103,18.44914822,20.98630326,24.31565575,24.45132313,14.84161672,15.42986406,15.33932093,27.02766177,28.3440034,29.07012836,34.40714281,30.60999807,32.41906949,26.50560598,23.32583147,21.64013226,7.923912738,1.791100789,3.043314776,26.80308447,28.9419092,29.37544033,28.98285604,32.88410895,35.26352289,9.613395365,4.52233768,26.59389772,17.83985298,16.46624658
GRAND CANAL DOCK,11.44243992,15.80085155,15.63333025,16.71108834,11.89879132,15.20733686,17.60421439,5.188095962,12.03977753,13.61412596,10.39237122,17.05016749,7.537617347,11.97589925,13.90996663,6.941831129,14.07595784,13.57718734,5.180730597,5.467321718,7.642324571,7.863692011,8.192652592,11.52362404,4.103283612,6.579668511,9.418924099,11.67413552,14.27423697,13.89804719,13.40106306,5.732816916,10.90301107,14.11531653,19.27478124,8.706283696,11.54148794,7.984935189,8.404406412,13.79955821,10.46565275,19.40267686,15.44199063,13.08245688,9.082755168,12.52126663,3.657217823,2.779722354,12.68172782,11.43168683,10.92247495,12.17726563,11.43776071,2.646355129,2.857704076,1.903913933,12.64965792,13.31424902,13.76535781,2.87451596,3.926333395,4.280588446,2.324669944,2.889721196,4.310851129,1.033021794,0,1.298273295,14.22927878,18.61390489,17.67892939,20.24912245,23.57087714,23.6900487,14.2392408,15.17007877,15.01688701,26.25603494,27.55736247,28.30362398,33.63464996,29.81584242,31.62523699,25.82309459,22.64438381,20.98789494,6.9120364,2.640770656,3.603122392,26.1174186,28.23609152,28.67382352,28.24322206,32.12163062,34.50514313,8.801521067,4.094531462,25.89885388,17.24401744,16.01206757
BARROW STREET,12.62616115,17.09598092,16.92468855,17.9712434,12.76188881,16.43218129,18.82922273,6.476755944,13.26307748,14.84970061,11.34547031,18.34037803,8.485104765,13.22328138,15.20367507,8.23965219,15.26153633,14.60699585,5.726372297,6.31075246,8.85079123,9.145584806,9.490222314,12.82115334,5.12126222,7.693697927,10.60577322,12.94246265,15.53279855,15.19624489,14.69634856,7.0021872,12.19676893,15.04050271,20.53585425,9.774358374,12.63936232,9.26991162,9.164644036,15.07965311,11.36524522,20.67630956,16.39123172,14.34428246,10.37360283,13.7954885,4.889352583,3.802439302,13.83426687,12.56289982,12.00187429,13.24057083,12.42112857,3.138451079,3.795891878,2.452035573,13.93572458,14.56299115,15.04925076,4.148815247,5.091667948,5.575601168,3.016326416,2.736227301,3.612121648,1.276669316,1.298273295,0,15.35623876,19.83297811,18.88603442,21.47536359,24.7909056,24.89943645,15.5220216,16.44193392,16.30227384,27.45715042,28.74682835,29.50758134,34.83277695,30.99854955,32.80761015,27.07490089,23.89764725,22.25324205,7.765974882,1.796304982,2.375539941,27.3677443,29.47625521,29.91597076,29.46465908,33.32721582,35.71293002,9.993000466,5.38605071,27.14492964,18.52712287,17.31032311
KEVIN STREET,3.042976398,9.200371044,6.578467821,5.096317963,5.002524339,2.956476407,4.540435719,10.69522361,3.239231972,3.05469676,4.861692734,10.44484319,7.241874679,3.918414141,8.716206666,8.862142709,1.473723868,2.071132595,10.82366863,9.466107525,6.74147371,7.461802665,8.105191085,7.778130581,10.2648462,7.662659573,4.940453713,9.995388156,4.018149745,7.685757973,6.493071912,8.936260493,6.513820319,3.782186038,6.998639909,5.643069619,2.764910785,9.584954641,7.700391165,5.125780525,5.302771244,7.643138608,3.712520858,10.5715169,8.953282217,4.819879893,12.34170501,13.85559349,1.639693597,2.797670698,3.452559729,2.432607766,3.830256326,12.66079352,11.60822647,13.10909125,9.159502438,11.16090334,9.577463749,12.33718575,10.30373569,10.56811169,14.8722444,16.57237813,18.36312254,15.09470945,14.22927878,15.35623876,0,5.260784645,4.202558402,6.881295063,9.926189023,9.904014205,5.380077916,10.8344727,9.901246485,12.34043344,13.5383423,14.3910351,19.64196398,15.74360432,17.54495402,12.66577916,9.706268641,8.603049902,8.220069458,16.85545338,17.72402157,12.91489102,14.77239002,15.23350594,14.51195708,18.1928478,20.58042113,5.553281528,11.27397877,12.61522483,6.683264234,8.349575385
JOHN STREET WEST,7.273133056,7.922884747,5.269690076,2.726894023,10.18830271,3.411671803,1.038166171,14.27607173,6.574370253,5.033479729,10.10012555,8.588056138,12.25793735,6.713656695,8.591632928,12.26909394,4.698497625,7.147930544,15.84952746,14.38764221,10.98254315,10.99579689,11.17182827,9.160001726,14.91938271,12.28822549,9.258108536,11.02515264,4.658762109,7.618408186,6.947540944,12.94965753,8.641237664,8.469579483,2.276239405,10.53795001,7.828273643,12.32364393,12.91616383,5.67452297,10.56132549,3.163430531,7.689031983,10.90608924,11.34155055,6.565485113,16.08992994,17.68706544,6.301807567,7.632142656,8.524582374,7.671672034,9.090401047,17.41973048,16.24070746,17.77036659,9.736988568,11.40519881,9.53519221,16.31246085,14.75241119,14.55120686,18.81301091,20.61340095,22.48072812,19.3647103,18.61390489,19.83297811,5.260784645,0,1.058717441,1.671538305,4.957929979,5.092001301,5.46362411,10.10861459,9.167518153,7.682786844,9.041922481,9.712730584,15.05374293,11.32649626,13.12562806,7.462508523,4.445889763,3.502547825,13.26929213,21.15562736,22.2030763,7.726817739,9.706980605,10.15899074,9.631744138,13.52120398,15.89891976,9.857855479,15.1009021,7.451749357,3.901500081,6.837530522
FRANCIS STREET,6.286553995,7.891157763,5.113320564,2.563055088,9.142005683,2.550799935,0.7222159104,13.44825443,5.657440665,4.183946192,9.042203014,8.713447197,11.22363651,5.867041076,8.326347895,11.45213738,3.681235338,6.106376493,14.81788652,13.36800468,10.03787806,10.14696021,10.39405019,8.619886773,13.93659966,11.30152677,8.289505595,10.59138433,3.992707062,7.306612703,6.499047731,12.04909419,7.960124619,7.475206611,3.073890528,9.513482801,6.780331887,11.61170077,11.8605744,5.127459085,9.502633635,3.893164053,6.763468672,10.60431603,10.67379698,5.863971544,15.24583446,16.83623032,5.26672165,6.599762241,7.477870538,6.613303446,8.031858833,16.42675633,15.26391535,16.79215078,9.361997384,11.13063432,9.27933888,15.43393752,13.79804348,13.6638425,17.94833094,19.73718182,21.59576049,18.44914822,17.67892939,18.88603442,4.202558402,1.058717441,0,2.708908792,5.928120717,6.013495007,4.994892183,10.01083681,9.049211131,8.578981057,9.902690222,10.62476514,15.95860145,12.17838152,13.98482767,8.508481166,5.504573536,4.490595558,12.23236118,20.23873291,21.25922698,8.769035864,10.71959715,11.17448822,10.5962632,14.44284421,16.82733989,8.896354102,14.23987784,8.487239519,4.058776738,6.821395913
OLIVER BOND STREET,8.939522141,8.64528685,6.252395024,3.929302773,11.74479431,5.043182302,2.646278844,15.83326,8.212286337,6.642240697,11.73698768,9.068015199,13.92755599,8.309012948,9.597728285,13.82134434,6.369983602,8.699045335,17.51998365,16.05915692,12.62812888,12.57686242,12.69388212,10.46698229,16.58170568,13.95267654,10.91675579,12.19595263,6.151683468,8.700187583,8.193854721,14.56550039,10.09105813,9.906134053,2.152797042,12.20933046,9.489226002,13.78095334,14.56292072,7.045414428,12.18297198,2.965799042,9.004558937,11.9207936,12.76053437,8.053869226,17.65812499,19.25909106,7.970673504,9.3020171,10.1867663,9.306044116,10.70915838,19.08553726,17.90015774,19.43015627,10.85466675,12.38000977,10.51268281,17.90837398,16.4009826,16.15568352,20.39554871,22.20409146,24.07744422,20.98630326,20.24912245,21.47536359,6.881295063,1.671538305,2.708908792,0,3.334246639,3.534921288,6.767891384,10.87146884,9.975671355,6.132511074,7.528903402,8.132577374,13.46984108,9.813169764,11.59727909,5.799859571,2.866823726,2.433532615,14.93799197,22.7773822,23.84286858,6.060266082,8.038479678,8.489411025,7.996635947,11.92195809,14.29016169,11.51290704,16.68429428,5.781361303,4.596579873,7.574688041
JAMES STREET,12.21362523,11.33081257,9.276918766,7.175734488,14.55624576,8.364427717,5.969286803,19.16274594,11.53110908,9.973112012,14.77167758,11.45010353,17.10845289,11.64267858,12.54851289,17.15018864,9.60575637,11.54959549,20.70456482,19.27894462,15.94040094,15.91082514,16.01371749,13.66569102,19.86385217,17.22931376,14.2100642,15.2660516,9.473424221,11.73843712,11.37093997,17.89638319,13.38267907,12.48842908,4.897845995,15.42118317,12.63130271,17.06794613,17.61799303,10.31241192,15.16557603,5.346435931,11.38332533,14.84039406,16.02640986,11.36841385,20.98975909,22.59126574,11.16648125,12.49992087,13.33072071,12.35386741,13.69635631,22.35469193,21.18947215,22.71831677,13.89040589,15.25066574,13.41719429,21.24257341,19.70954104,19.48912009,23.72917629,25.53826783,27.41167127,24.31565575,23.57087714,24.7909056,9.926189023,4.957929979,5.928120717,3.334246639,0,0.5742913254,10.00142226,13.53340192,12.71261098,2.866707627,4.3015802,4.812420242,10.14134936,6.559941238,8.316578257,3.048682604,2.208017288,3.805537028,18.10765876,26.10674977,27.16091967,3.213437419,4.848546484,5.310947817,4.673970651,8.588769503,10.95593665,14.81261343,20.01817622,2.853070869,7.494640693,10.32029695
MARKET STREET SOUTH,12.29274943,11.75667064,9.62583105,7.44174545,14.43880949,8.502068448,6.121832407,19.35428396,11.65668702,10.12535785,14.72526139,11.92009055,17.12016784,11.8042469,12.92408209,17.34397382,9.668554499,11.4563115,20.71336788,19.30933773,16.05045726,16.08390147,16.22500832,13.96322828,19.9383699,17.30181175,14.30153511,15.61269168,9.6838737,12.08973061,11.67539036,18.03977234,13.62497833,12.32090557,5.263420003,15.45268523,12.63490108,17.31453392,17.57279567,10.57141009,15.09947497,5.772035328,11.17751924,15.22693824,16.28852113,11.58785535,21.17400972,22.7729826,11.20092837,12.53084767,13.3329521,12.3204024,13.63637131,22.41628357,21.26951693,22.79621233,14.24575206,15.64877876,13.80510231,21.4042758,19.81147282,19.64311231,23.9025898,25.70477848,27.57269437,24.45132313,23.6900487,24.89943645,9.904014205,5.092001301,6.013495007,3.534921288,0.5742913254,0,10.27882461,13.96825723,13.13289289,2.599108819,3.997746996,4.620821547,9.961741636,6.27971348,8.062427323,3.399715236,2.764649704,4.288900911,18.11206102,26.24187135,27.27240366,3.524682149,4.942128938,5.40610986,4.612678542,8.432977857,10.8150998,14.90952279,20.19037255,3.147285403,7.864533163,10.73265081
WOLFE TONE STREET,4.573459464,3.833256837,1.610551751,2.839229098,9.489534451,2.958985269,4.490138611,9.403161428,3.392755248,2.376462968,8.425419891,5.141439183,9.406279231,2.860600284,3.513788922,7.415636559,3.907420262,7.203728285,12.68528267,11.08958788,7.063192763,6.376442317,6.197826331,3.706273204,11.09991527,8.686258755,5.822349795,5.597102713,1.388320003,2.451662319,1.50416241,8.531572826,3.458805951,9.025101446,5.234589627,7.689626338,6.108793655,7.097233481,10.70172889,0.4797836962,9.053157939,5.206087109,9.091997869,5.681585976,6.030890297,1.802946103,11.24625578,12.84365133,4.805133891,5.562210798,6.581757812,6.585411573,7.888503533,13.61045197,12.29902011,13.78948772,4.38382947,6.235267943,4.449428251,11.63637887,10.66065629,9.978498406,14.01627538,15.84762025,17.73688099,14.84161672,14.2392408,15.5220216,5.380077916,5.46362411,4.994892183,6.767891384,10.00142226,10.27882461,0,5.515140779,4.559739024,12.85775872,14.27517725,14.80288179,20.0975491,16.55187067,18.31775035,11.78607113,8.633716457,6.859331322,10.38643769,16.61071828,17.82645055,12.09294167,14.29731381,14.7091852,14.52188697,18.52180857,20.84663774,6.245573141,10.36394938,11.92338553,3.005112639,3.079458811
MATER HOSPITAL,9.276327481,2.227374801,4.897737636,7.460737715,14.35503997,8.428747051,9.355443845,10.00375319,8.214379441,7.780192429,12.93633305,2.420530765,12.93593414,7.466363573,2.182982579,8.585067951,9.377277558,12.506639,15.47169455,13.92756307,9.954354165,8.40170894,7.494235802,4.315492439,13.30005383,11.5810571,9.602342334,3.502643483,6.902441229,3.155531442,4.374892964,10.29377784,5.732368306,14.32364671,8.786703437,11.52638533,10.9586611,7.211595927,14.57460593,5.712916462,13.57622457,8.196293703,14.53733825,2.156652088,6.190903147,6.241278548,11.57576293,12.94591581,9.982322546,10.35285368,11.23609353,11.61938532,12.70503999,15.50486978,14.16069045,15.41690474,2.682996344,2.173741554,1.611622674,12.29636229,12.53759382,11.13807419,14.09559992,15.82340355,17.61687959,15.42986406,15.17007877,16.44193392,10.8344727,10.10861459,10.01083681,10.87146884,13.53340192,13.96825723,5.515140779,0,0.9709008798,16.31442123,17.74876995,17.99165003,22.95361852,19.89910502,21.52525418,14.28287077,11.58137415,9.763112125,13.74221661,16.99901059,18.44501681,14.59398187,16.82011359,17.1453643,17.42429776,21.36642984,23.50578285,9.725070535,11.0999656,14.56174736,6.28839556,3.29952855
ECCLES STREET EAST,8.451984512,1.390286814,3.936226314,6.504302538,13.53834994,7.461973929,8.398861052,9.829256567,7.361452513,6.850056655,12.17096151,2.094043913,12.32519331,6.625457069,1.399482989,8.271463705,8.438660822,11.60746694,15.00484024,13.43831463,9.399684454,7.940469136,7.117017067,3.787147708,12.90921052,11.05417503,8.909675436,3.505692389,5.948021288,2.255645126,3.484164438,9.926557992,5.093195968,13.42841477,7.916014359,10.85288759,10.12812629,7.032425485,13.92229563,4.775535431,12.81264275,7.366365226,13.60927014,2.404670955,5.946315854,5.381053326,11.48142086,12.91332422,9.09661353,9.526635525,10.43691741,10.7639007,11.88963203,15.1886525,13.83664782,15.14552981,2.367560956,2.64415109,1.257990266,12.15512843,12.19073405,10.88998889,14.0814367,15.84521892,17.67015493,15.33932093,15.01688701,16.30227384,9.901246485,9.167518153,9.049211131,9.975671355,12.71261098,13.13289289,4.559739024,0.9709008798,0,15.51755391,16.95593349,17.23507083,22.25823304,19.12951935,20.7786278,13.59348006,10.80985518,8.972036677,13.16696265,16.95738608,18.37322809,13.9065447,16.14493702,16.48390219,16.70190866,20.66771419,22.83933017,9.077913461,10.9248665,13.85605478,5.381215174,2.407992044
ST. JAMES HOSPITAL (LUAS),14.83631118,14.13022082,12.14055505,10.02535518,16.67905533,11.08818758,8.715830769,21.95197588,14.23357606,12.71543645,17.10232979,14.16192681,19.58038712,14.39643629,15.39843395,19.94210531,12.20377287,13.76422303,23.16394048,21.79081422,18.6138692,18.67813468,18.82409875,16.52956519,22.46881512,19.83268267,16.85252508,18.12877839,12.28278994,14.60052294,14.23598015,20.62214547,16.21940316,14.4581414,7.760127538,17.94144614,15.09501542,19.90816913,19.94349637,13.15944891,17.44023904,8.16653088,13.22561621,17.68064043,18.87632142,14.18625425,23.77025458,25.36852658,13.70322118,15.02537253,15.78906098,14.72798121,15.9940547,24.93147574,23.80433475,25.32798395,16.75036608,18.07970912,16.25726474,23.99381402,22.36631843,22.2298987,26.49579128,28.29549347,30.16108698,27.02766177,26.25603494,27.45715042,12.34043344,7.682786844,8.578981057,6.132511074,2.866707627,2.599108819,12.85775872,16.31442123,15.51755391,0,1.441579111,2.05546633,7.37962529,3.695126613,5.466016709,3.247098712,4.758315998,6.551351286,20.56031508,28.81747945,29.83163693,3.127183154,3.182920242,3.594545459,2.336547339,5.874323985,8.263520937,17.46416913,22.78366241,2.815005545,10.35195148,13.13942501
ST. JAMES HOSPITAL (CENTRAL),16.12069552,15.56804535,13.57823475,11.43904759,17.71800334,12.43250499,10.07900665,23.31792046,15.55933004,14.06478966,18.23796025,15.58296351,20.7776417,15.7487199,16.83973405,21.31090057,13.48531282,14.86315381,24.34746806,23.00385809,19.91668128,20.03301011,20.20530345,17.95447394,23.72966091,21.09659958,18.14214729,19.56709506,13.66894055,16.03912647,15.66309585,21.95130359,17.61988471,15.44061423,9.198366871,19.16689988,16.30195746,21.30983831,21.06698931,14.56911554,18.54770057,9.607648459,14.16166081,19.12219366,20.28616756,15.57548181,25.12976006,26.72523656,14.95012188,16.26198952,16.99081265,15.89446786,17.11874888,26.17415884,25.06886961,26.58803949,18.18987977,19.52066109,17.69882319,25.33525936,23.65529404,23.56634489,27.84531739,29.6383898,31.49837425,28.3440034,27.55736247,28.74682835,13.5383423,9.041922481,9.902690222,7.528903402,4.3015802,3.997746996,14.27517725,17.74876995,16.95593349,1.441579111,0,1.114771634,6.104609171,2.286080956,4.084541507,4.277907586,6.179671852,7.986817067,21.74560115,30.13203997,31.12229603,4.080396963,3.266714995,3.552252864,2.022037409,4.675534859,7.052488514,18.75732333,24.1344468,3.850982379,11.79198755,14.57979294
MOUNT BROWN,16.8891046,15.84481952,14.00446935,11.98463258,18.67839733,13.12281296,10.7412852,23.96545821,16.27517238,14.74588459,19.13937291,15.75980297,21.63209341,16.42390407,17.20628413,21.95378699,14.25743254,15.78754256,25.21369273,23.84469762,20.6620561,20.70169536,20.82362516,18.44817202,24.52364955,21.88739538,18.90408305,19.9767121,14.28187819,16.45110229,16.15001322,22.66021594,18.19444795,16.42789595,9.635340826,19.9961844,17.14756135,21.87848453,21.97742965,15.1213349,19.46810937,9.954588528,15.16819867,19.45912184,20.83192785,16.17949406,25.78859438,27.38864944,15.75867184,17.08059044,17.84097389,16.77276111,18.02733837,26.98694031,25.8588203,27.3827848,18.58777727,19.83307219,18.03874309,26.02459889,24.41732318,24.26391164,28.5208893,30.32458695,32.19322726,29.07012836,28.30362398,29.50758134,14.3910351,9.712730584,10.62476514,8.132577374,4.812420242,4.620821547,14.80288179,17.99165003,17.23507083,2.05546633,1.114771634,0,5.341245815,1.943163158,3.552801584,4.019859628,6.428747276,8.282493619,22.61012704,30.86042615,31.88168923,3.764504418,2.40210171,2.600482976,1.091318519,3.820340154,6.208791406,19.51491136,24.8087584,3.631188633,12.19735298,14.89080674
